TransactionAmount,AccountBalance,LoginAttempts
1169.59,5946.45,1
231.91,112.76,1
842.01,509.45,1
608.79,2991.17,1
21.4,9594.11,1
331.32,13054.54,5
329.14,12033.92,1
20.62,12500.8,1
74.11,3920.11,4
25.36,201.04,1
590.68,852.2,1
132.36,319.65,1
1092.73,1390.98,1
845.14,1702.65,1
38.95,731.52,1
8.81,13523.65,1
83.24,1181.31,1
79.76,6452.14,1
1212.51,605.95,1
246.27,7299.86,1
429.15,712.13,1
26.1,5243.0,1
124.22,9695.04,1
132.33,7457.94,1
109.91,12896.06,1
35.98,11147.34,1
111.41,1204.11,1
317.53,6237.68,1
820.62,6024.8,1
84.91,1671.86,1
83.79,5061.3,1
99.36,1272.12,1
54.03,6736.3,1
498.59,2619.46,1
535.91,9642.12,1
224.28,5767.51,1
275.59,6313.22,1
56.98,5688.37,2
165.25,9939.94,1
197.49,5005.33,1
73.55,2812.06,1
100.13,5209.16,1
18.35,1293.39,1
251.54,254.75,1
644.17,1143.52,1
136.31,4384.95,1
877.81,399.0,1
444.47,6062.94,1
5.29,11263.89,1
61.4,7892.87,2
70.23,11624.93,1
50.52,1121.19,1
449.18,1025.99,1
194.29,2988.41,1
1001.83,9733.83,1
512.76,5121.36,1
14.09,5112.21,1
188.7,5077.06,1
47.48,585.52,1
43.65,2870.67,1
494.66,5531.93,1
922.55,4715.84,1
112.27,7369.89,1
178.55,7568.4,1
432.1,2114.3,1
23.24,13777.79,1
1.98,11619.1,1
361.92,7474.31,1
377.97,2457.1,1
158.41,1512.16,1
350.96,5463.94,1
1192.95,325.15,1
56.96,1597.85,1
358.18,619.86,1
48.78,552.06,1
507.25,5331.57,1
79.35,1692.15,1
270.56,1268.44,1
307.89,2637.55,1
129.94,7954.92,1
874.72,4630.58,1
76.39,11584.32,1
77.03,11310.27,1
166.06,5397.68,1
524.6,13017.7,1
137.59,10679.67,1
349.64,6651.62,1
859.3,1146.78,1
259.9,914.28,1
5.66,5434.64,1
1362.55,2429.68,1
440.03,1490.44,1
457.3,8318.29,1
45.85,1659.15,1
51.22,1664.59,1
144.77,867.32,1
93.82,8422.06,1
476.99,1154.48,1
568.88,1307.86,1
1493.0,1619.16,1
16.52,835.53,1
1159.39,6499.53,1
595.91,1673.76,1
517.68,11305.81,1
76.21,664.93,1
815.96,1021.88,1
689.29,168.84,1
137.86,8046.94,1
313.65,1886.36,1
237.99,8510.09,1
119.01,9798.26,1
64.01,1225.69,1
123.85,3959.62,1
69.8,136.77,1
74.72,165.75,1
37.58,259.44,1
366.43,1560.45,1
590.01,9791.74,3
248.95,3059.79,1
95.35,1639.9,1
8.98,4516.76,1
506.9,11471.87,1
584.41,4475.22,1
302.86,5239.24,1
202.55,701.73,2
280.61,7888.76,3
254.77,5994.87,1
555.71,830.37,1
346.65,6356.96,1
328.47,4323.66,1
83.39,13182.11,1
230.32,791.46,1
186.69,8602.22,1
471.75,12948.5,1
557.41,2968.75,1
278.27,6684.34,1
130.54,11204.62,1
25.29,5374.69,1
98.24,580.66,1
345.94,7624.56,1
189.08,10790.8,1
66.69,1210.33,1
157.37,13964.31,1
373.27,8441.61,1
172.29,8700.8,1
1047.69,1889.78,1
374.5,1671.51,1
21.41,658.91,1
265.94,6781.3,1
244.64,9159.56,1
1510.71,2060.02,1
617.66,7155.95,1
215.39,1582.55,1
7.5,6485.78,1
156.26,7854.1,1
717.74,8375.16,1
301.47,560.73,1
97.73,7885.21,1
34.31,1484.76,1
28.44,1071.04,1
17.43,10658.88,1
55.98,7047.04,1
458.94,5619.95,1
490.76,6414.11,1
295.18,12961.53,1
345.86,1504.64,1
567.71,13884.24,1
130.93,860.12,1
7.48,1275.2,1
222.96,7370.41,1
80.96,959.94,1
152.34,6853.51,1
379.54,12571.76,1
942.7,5141.32,1
343.86,3278.65,1
701.7,6643.24,1
11.46,2356.71,1
174.25,10528.34,1
635.91,13267.09,1
317.47,14639.28,1
73.01,2833.12,1
14.16,5399.76,1
986.81,14881.77,1
515.57,9269.67,1
66.76,184.72,1
292.56,4638.37,1
5.77,1117.97,1
42.72,2669.66,1
32.46,8656.18,1
22.26,5583.88,1
4.15,6017.36,1
195.54,2794.66,1
5.29,12896.68,1
26.07,349.98,3
50.75,8271.47,1
3.42,14180.21,1
400.69,9040.33,1
202.11,746.47,1
74.42,6264.21,1
126.6,961.65,1
59.73,800.93,1
153.08,1292.21,1
110.08,1447.26,1
70.03,7330.31,1
403.01,10513.52,3
1431.3,1058.13,1
192.02,5169.07,1
927.45,1161.84,1
4.47,1381.75,1
299.03,1381.28,1
139.52,1570.22,1
116.58,2620.74,1
177.19,5343.3,1
235.42,6173.23,1
283.15,603.79,1
795.31,7914.88,2
239.41,7860.65,1
25.32,1642.34,1
98.81,797.1,1
716.93,4064.02,1
126.21,5669.66,1
32.91,427.3,1
583.92,6364.14,1
251.06,10001.66,1
26.3,7473.73,1
106.43,9403.12,1
177.05,4287.82,1
122.63,359.06,1
126.91,692.69,1
501.15,8821.84,1
686.17,2246.15,1
195.76,7323.53,1
203.12,1562.39,1
448.33,922.19,1
93.63,9873.62,1
157.97,5529.92,1
81.11,2051.37,1
49.59,6037.03,1
407.65,273.78,1
94.09,646.85,1
27.25,5365.2,1
33.89,1444.75,1
155.56,129.79,1
643.03,2882.16,1
127.45,1772.06,1
89.5,8658.95,1
23.38,9968.49,1
58.32,6027.49,4
175.94,3728.04,1
275.46,9697.75,1
18.56,4230.37,1
281.85,1585.98,1
22.62,7682.0,1
556.04,5200.04,1
235.21,5946.61,1
146.51,7089.9,1
903.19,8627.08,1
56.62,8981.1,1
213.4,2012.24,1
505.19,5326.68,5
119.95,2596.61,5
451.35,7707.96,1
95.75,337.62,1
54.25,14783.33,1
56.35,5095.73,1
5.25,14143.32,1
121.71,5878.89,1
123.38,13542.41,1
917.81,3173.17,2
84.28,13586.06,1
476.03,5958.34,1
212.88,7036.72,1
68.1,1382.8,1
838.57,14576.47,1
736.32,14268.95,1
152.0,7531.43,1
858.88,7015.46,1
233.74,1066.59,1
54.52,6980.98,1
23.4,14851.28,4
28.73,2712.96,1
761.73,151.28,1
488.15,7071.09,1
232.12,6689.87,1
826.23,7580.59,1
18.14,6020.85,1
334.79,624.09,1
416.37,7936.91,1
91.32,2618.1,1
315.13,6570.94,1
384.11,7902.52,1
346.11,9551.64,1
93.22,1014.63,1
54.8,4943.49,1
164.51,3553.69,1
870.3,3688.98,1
78.13,900.61,1
34.03,3077.2,1
50.43,9794.26,1
397.01,719.52,1
101.28,2774.35,1
219.02,7375.73,1
767.41,12799.34,1
13.52,259.77,1
504.71,6214.54,1
242.39,1328.73,1
965.66,765.81,1
29.5,1229.32,1
408.19,6847.47,1
254.92,2791.12,1
327.86,480.16,1
775.23,5977.59,1
1360.01,6601.5,1
577.13,6640.51,1
392.96,791.65,1
359.51,7153.72,1
1020.73,1119.61,1
124.74,2987.97,1
190.02,1528.81,1
11.92,14611.9,1
88.38,3707.82,1
499.48,1242.62,1
365.48,7147.4,1
432.18,678.83,1
584.51,3254.56,1
37.65,411.78,1
56.31,6396.08,1
481.53,6142.54,1
98.41,912.71,1
227.5,11505.35,1
54.47,1131.42,1
286.5,8517.95,1
418.02,11011.86,1
66.65,3559.96,1
363.53,1038.91,1
31.7,743.9,1
285.18,14847.97,1
959.48,10631.43,1
216.76,643.64,1
184.56,1549.27,1
446.83,1623.5,1
121.82,8354.54,3
301.39,10548.58,1
47.79,1649.92,1
40.12,14304.38,1
77.43,1380.21,1
178.43,1214.93,1
237.0,14021.4,1
20.27,796.35,1
169.97,6269.12,1
647.85,13779.97,1
176.37,2420.86,1
113.03,6756.13,1
135.85,1480.39,1
67.25,467.4,1
496.03,12904.66,1
118.1,895.66,1
820.46,5621.86,1
63.58,8086.04,1
51.15,8992.25,1
79.76,10278.75,1
710.14,465.63,1
356.1,868.35,1
112.72,9630.0,1
61.77,12352.2,1
8.65,10778.35,1
135.57,11351.64,1
10.15,7155.04,5
270.36,1783.04,1
963.77,6710.51,1
31.19,5545.96,1
151.82,2197.12,1
12.35,1846.85,1
300.08,13546.75,1
381.62,6009.12,1
56.15,13265.92,1
584.98,6521.05,1
146.01,221.79,1
613.21,3279.12,1
324.04,2248.06,1
115.83,6481.04,1
427.0,8253.65,1
251.8,11796.66,1
403.63,3304.02,3
107.1,193.8,1
283.45,2049.51,1
168.53,5962.58,1
270.72,6263.96,1
164.49,1509.27,1
99.16,2607.58,1
204.06,4351.83,1
61.97,7014.69,1
129.48,7581.7,1
372.5,3901.82,1
13.45,7429.4,1
220.68,5549.2,1
1045.45,563.46,1
39.21,9385.57,4
499.99,8885.0,1
225.93,1864.27,1
349.34,614.14,1
220.41,5116.98,1
425.34,3907.54,1
59.51,9955.88,1
308.94,1931.66,1
31.39,998.49,1
81.27,1814.48,1
42.58,13485.0,1
309.77,4378.14,1
19.76,1523.04,1
194.37,14395.88,1
268.39,136.74,1
71.48,6568.59,1
578.49,6475.13,1
124.76,5764.72,1
344.87,7447.44,1
214.93,7835.4,1
74.04,1690.23,1
684.96,526.67,1
790.07,985.77,1
629.82,6385.69,1
14.08,3908.65,1
655.81,4539.99,2
97.22,6647.73,1
345.54,2091.78,1
102.81,3228.87,1
376.26,9062.4,1
341.84,1400.04,1
821.54,4040.32,1
352.03,4846.68,1
520.86,9200.74,1
170.53,801.01,1
148.26,958.7,1
179.38,11666.18,1
604.5,709.42,1
841.28,1103.64,1
165.31,7346.66,1
28.04,11197.54,5
102.67,4656.94,1
1422.55,5674.32,1
139.69,9567.94,1
839.33,11538.97,1
261.69,5126.65,1
175.15,1712.65,1
740.25,14464.3,1
744.41,8842.47,1
726.61,1008.76,1
393.68,10135.88,1
275.87,1697.58,1
390.09,2617.23,1
451.7,8994.67,1
13.87,954.83,1
555.8,1131.26,1
433.9,9013.1,1
420.28,8557.32,1
101.76,6043.25,1
15.81,8384.85,4
1030.85,1941.8,1
23.23,269.01,1
199.02,4658.89,1
435.86,3801.82,1
486.59,2513.56,1
170.96,13374.89,1
21.4,8551.6,1
99.98,3037.97,1
291.46,7142.53,1
127.57,6118.2,1
230.08,4466.1,1
71.95,9267.32,1
391.66,2406.31,1
162.1,9578.74,1
320.55,438.75,1
273.24,2202.21,1
285.26,167.72,1
173.6,421.44,1
654.49,164.61,1
308.85,333.19,2
64.3,7530.3,1
719.76,690.52,1
836.45,1731.89,1
953.17,3506.11,1
109.43,1983.65,1
139.53,10098.86,1
148.77,2138.42,1
322.48,1238.43,1
61.62,8365.37,1
53.51,5773.5,1
76.89,7374.26,1
451.31,2963.29,5
68.68,4718.51,1
147.62,2115.8,1
21.23,319.18,4
218.96,754.21,1
196.16,9418.86,1
88.42,12381.45,1
645.04,7361.47,1
150.6,3240.14,1
80.43,5987.67,1
22.81,3634.76,1
849.76,373.88,1
51.2,730.6,1
177.94,123.24,1
353.82,705.75,1
77.02,800.83,1
232.35,4186.25,1
41.13,6067.54,1
308.62,9148.08,1
602.8,7417.69,1
54.05,469.14,1
215.72,8697.11,1
864.72,7379.38,1
120.17,5403.79,1
538.13,5008.59,1
342.17,461.83,1
802.89,1973.63,1
253.46,1338.95,1
47.38,459.37,1
1762.28,1380.34,1
1831.02,11498.01,1
332.15,9749.46,1
146.55,4087.44,5
223.76,4102.23,1
41.51,609.6,1
129.62,620.28,1
758.77,7231.47,1
308.68,9992.36,1
276.56,8942.58,1
1011.22,5838.91,1
973.39,2042.22,1
872.72,503.01,1
92.5,6295.45,1
405.6,9754.73,1
235.34,566.83,1
67.57,2766.12,1
37.81,5208.98,1
1041.88,5726.2,1
409.59,14563.02,1
121.82,13293.83,1
879.25,125.85,1
302.63,2801.28,1
20.36,2762.48,1
365.14,5894.09,1
46.24,2569.56,1
194.85,319.84,4
317.87,145.5,1
313.82,7261.59,1
16.73,7591.13,1
211.7,12272.78,1
81.51,865.49,1
238.54,868.91,4
521.01,4004.55,1
566.33,379.82,1
538.17,5908.04,1
63.74,4336.4,1
532.4,1033.73,1
1086.6,1605.67,1
50.63,4732.81,1
70.88,1794.65,1
1360.67,2861.65,1
71.53,2393.73,1
376.24,13758.91,1
179.38,8741.51,1
470.3,8524.09,1
125.0,3215.76,1
254.86,699.9,1
138.54,8274.77,1
91.23,6385.12,1
201.5,12148.32,1
341.67,1442.29,5
582.17,7310.83,1
17.1,1619.54,1
61.33,7537.4,1
288.28,160.83,1
120.62,9379.53,1
18.46,6381.6,1
350.94,221.56,1
50.4,1677.01,1
180.46,831.75,1
336.05,1635.05,1
99.76,416.89,1
76.02,14765.41,1
192.97,3019.04,1
37.7,1741.1,1
100.01,6393.12,1
185.81,9588.71,1
469.13,1265.28,1
194.68,14494.18,1
147.74,1711.78,1
38.15,1425.47,1
927.16,7104.61,1
27.94,1893.44,1
0.26,1833.67,1
190.9,101.25,1
883.92,2342.64,1
12.94,921.23,1
175.21,6039.04,1
199.47,6067.44,1
122.65,1968.51,1
365.43,1073.51,1
435.98,7334.08,1
83.16,3065.87,1
85.31,6095.65,1
230.46,162.53,1
745.95,13264.14,1
28.38,8892.62,1
326.03,290.24,1
122.98,5055.99,1
508.68,7708.41,1
309.56,972.04,1
12.04,6213.32,1
1137.63,1629.12,1
440.94,7303.23,1
767.66,1801.69,1
36.57,2583.07,1
800.55,9660.22,1
222.39,3117.39,1
870.05,905.25,1
131.46,6642.33,1
116.76,4480.43,1
516.47,1305.06,1
71.9,10619.35,1
104.23,5009.29,1
50.99,1334.6,1
49.67,842.94,1
97.63,12467.31,1
351.99,3663.64,2
91.9,1033.94,1
795.96,5468.58,1
138.11,4177.65,1
103.48,6494.25,1
307.41,1057.0,1
189.65,8457.09,1
100.48,6149.81,1
85.03,4597.57,1
1135.8,13534.3,1
295.5,6280.66,1
63.33,792.33,1
266.57,7676.92,1
265.44,9700.77,1
133.73,1872.22,1
77.5,11079.77,1
126.04,6041.69,1
446.1,1008.44,1
28.52,662.51,1
590.57,3224.6,1
49.62,3841.42,1
5.77,13988.12,1
304.2,423.64,1
50.0,185.87,1
66.58,1636.32,1
30.23,481.13,1
252.31,1584.6,1
474.77,2158.59,1
638.24,5695.78,1
64.5,1351.24,1
82.17,1913.06,1
1108.46,9257.04,1
138.95,6752.92,1
27.61,3679.64,1
213.55,5238.37,1
170.24,5172.99,1
219.63,8013.63,1
280.99,9733.59,1
535.4,651.84,1
50.29,7604.9,1
584.88,548.45,1
11.18,5956.89,1
307.57,5307.74,1
398.36,1863.7,1
291.22,3677.63,1
21.49,11991.24,1
342.57,339.16,1
316.56,8643.51,1
377.08,6430.86,1
165.91,587.12,1
80.38,9662.88,1
0.32,7158.58,1
255.26,14815.87,1
173.74,4913.42,1
373.52,6430.41,1
301.56,10389.6,1
438.76,1824.19,1
204.7,5117.03,5
58.23,9189.76,1
588.54,714.45,1
279.6,1910.9,1
21.9,1052.27,1
110.49,10483.93,1
305.92,1445.47,1
547.98,1358.54,1
142.1,1545.64,1
11.46,7258.33,1
56.89,3034.67,1
111.79,10887.59,1
249.34,3030.97,1
868.05,3931.03,1
106.39,9410.99,1
215.9,7873.28,1
350.11,4639.04,1
314.54,9923.45,1
425.18,5790.55,1
136.05,1127.54,3
88.6,246.57,1
389.63,9748.48,1
301.73,990.74,1
85.77,9146.19,1
376.79,7749.14,1
149.02,9379.72,1
541.52,6087.24,1
185.99,402.45,1
185.07,636.42,1
157.56,7541.16,1
170.36,6034.73,1
4.39,1429.61,1
55.89,3689.65,1
296.46,558.99,1
124.72,6309.8,1
440.43,5123.24,1
494.96,6903.68,1
182.19,1176.1,1
410.97,151.42,1
445.41,12154.66,3
592.24,9817.05,1
128.4,2610.64,1
21.57,7587.48,1
9.18,887.32,1
91.38,2402.58,1
233.44,1691.88,1
