TransactionID,Amount,Time,Location,IsFraud
145,149.57184224495913,8661.216705656541,28,0
3300,403.86912714478893,76874.31276152084,17,0
2909,159.05737262177763,57150.68013996352,44,0
2454,180.1657491249487,1562.2063665712215,44,0
2705,387.37752376097706,7323.795742435186,36,0
675,211.09444522493413,57820.52418550848,18,0
1477,405.8445115512167,14358.38396628233,34,0
1974,263.85859545701953,62155.136641664474,14,0
2436,200.84612850218596,72847.71633857,35,0
2696,264.3258172634789,11286.810566555881,8,0
607,111.10352201883833,81991.92963286092,21,0
3974,9335.873569606154,44946.37630859005,83,1
2444,418.48848134941693,63980.02263326273,32,0
964,200.7548508805685,21479.462030589668,3,0
966,184.27963106782508,85720.51925094955,37,0
1792,371.3425466735279,45387.49804854233,8,0
686,282.8138175768256,64132.24829059758,15,0
1148,332.6413989826285,64076.5976358432,31,0
200,392.1390174702357,13942.1397647563,29,0
1223,221.84405251087495,82349.5778836535,20,0
3928,2496.8053018817413,13588.433344200374,95,1
878,332.87273153597414,83066.39593707307,10,0
3200,202.43806420299396,53698.231682330465,14,0
3571,163.79899339401055,58249.752378878635,17,0
3536,73.54269932987532,20222.591761511925,48,0
3799,94.53669970371742,86177.34193422708,16,0
2622,447.01735095726,40199.97870223977,17,0
3259,202.01109286213273,77726.51908176803,36,0
3129,476.23044798662573,60313.2952092539,23,0
1870,365.7301558927948,64585.783014898014,45,0
1849,444.5932011025421,54056.15247814155,29,0
3002,400.3738846237724,9550.929569061356,15,0
235,105.6690640210418,13495.810285203777,44,0
709,134.77392083424428,50529.12289682033,39,0
3700,140.09323964024543,57780.28118446391,41,0
1234,25.255700613410568,51890.38821968855,16,0
2668,329.30348263386554,6095.525504534892,22,0
3916,7506.109067030002,70657.5468366218,81,1
2091,390.04980695341044,62095.61658004957,16,0
3362,143.2535593150399,35504.60298878231,30,0
3191,160.81995752356536,81812.41051338866,32,0
928,275.4007651838248,72911.18113035227,19,0
355,44.57868622621062,21987.187051817687,35,0
3690,19.386187920113922,69766.09364032494,30,0
3073,163.32462316468764,53568.11521244809,38,0
3349,163.77513602996362,38278.653981277894,32,0
1348,191.8089938624553,77695.1065401871,29,0
707,167.95338403761426,63470.15718139023,22,0
3853,8810.038399534871,39352.70915101736,61,1
240,96.78423290945398,49922.52914169372,12,0
1625,95.89844175525323,38423.18392056021,13,0
1894,109.97746096816043,51294.35116011455,22,0
2607,32.95743517852553,28431.97454540689,24,0
1280,254.45519519116448,37078.51610519901,8,0
3787,292.6601167550231,36067.53172865436,15,0
3109,298.8324548475016,73568.66529426163,19,0
2212,404.40432065230493,70659.82715611887,16,0
1350,29.653503792116418,11343.280781216814,29,0
3996,7418.9710456939465,8962.286216471497,53,1
2130,219.46994708110142,77109.32971745382,38,0
415,319.6002339632016,55103.68585545911,9,0
3253,306.76256576847163,80340.80967019114,5,0
2935,357.56720595157867,13909.054897789178,28,0
1784,322.2287236360574,60609.52236659035,44,0
3687,465.28091143372677,36365.46008479713,38,0
3726,465.0289754365431,52935.92737988606,3,0
2402,45.13882553534899,34778.277114348275,34,0
744,256.3329911453148,24475.772461758683,16,0
1698,76.23148168586316,76809.65277438713,44,0
1260,295.1659869380554,29981.001779614075,33,0
2330,35.056336906629355,24595.89743633446,5,0
2456,78.2063836593908,47509.365987896585,35,0
2147,235.03994661487482,29246.994382360856,19,0
3149,395.8196431086431,76247.57707788699,3,0
3177,335.46749864459446,64685.275941685606,7,0
75,356.3600984853324,3621.4747242846506,32,0
2594,264.8832472322681,59909.8337362694,12,0
1776,164.54937891652622,11089.43365950963,6,0
2643,393.09369303901843,62453.30721697834,6,0
570,180.64517884141716,15937.262011573923,29,0
1808,100.7458282550593,76967.89761222433,20,0
1291,204.49240533878208,3150.2347913334347,47,0
3170,210.7388161542364,40678.5386332136,21,0
2009,42.02941720654877,54404.662630395134,25,0
585,320.36641861519564,75862.09550976109,41,0
228,202.6178850867126,13505.786269245578,37,0
3498,444.185783303472,42117.220984087355,14,0
521,301.1240505225462,50167.74751859238,19,0
1269,304.0100685784588,79534.30047286072,7,0
764,374.5336833606117,4252.687016321803,1,0
3151,318.8211375335174,65035.62470816432,24,0
3893,3253.990615782433,37534.1696089809,76,1
1428,476.3877748573871,76407.27217671924,15,0
1056,181.848789571338,16590.189721539173,23,0
3095,102.38489681713305,42486.15827684069,37,0
2153,358.8868699620826,68263.19279753222,42,0
583,251.38286605650612,49582.00941210112,49,0
1308,402.846760704198,8596.339390624145,47,0
560,313.9516801631977,15970.037582622956,43,0
163,320.4295582728384,2475.56974270935,5,0
110,47.720155816108566,28098.247358264656,46,0
760,396.4126335000201,86136.42966436826,24,0
524,422.63827233649727,41582.414985342075,6,0
2850,185.70344614718786,74215.91927135982,38,0
3047,217.1370320780268,35967.01782623225,10,0
2524,185.77060745433658,31054.218638182596,15,0
128,431.7579857956083,56981.31681467466,36,0
693,258.729085555383,49022.57757508474,8,0
1055,498.98771416133536,54230.59098652107,3,0
1742,369.471046475087,56121.6389838015,14,0
3836,2309.4230252304374,5151.64530706003,55,1
1395,175.13155645133028,17694.9281424565,47,0
1645,53.670971736848145,6278.30676701194,12,0
491,233.27180886499934,46680.09637139318,29,0
2576,323.83326066616354,3405.679354399361,6,0
392,212.18266168659898,75415.05402327342,40,0
167,167.18223183615055,26475.795881571303,23,0
451,390.801988804444,32645.308066028927,49,0
1873,257.8678195463962,55334.64447301705,40,0
3366,321.82339795135346,4489.870878533973,25,0
2827,367.14210671227397,69796.63743782017,42,0
2670,164.6573984440415,66212.75064015851,49,0
89,444.7342438624,54416.50454315874,24,0
2062,261.12629789746256,44756.52614569611,49,0
2111,78.94864874389162,35107.10475526954,17,0
313,22.42186427357418,5995.649022121444,33,0
2933,48.44334999539073,80650.52109358723,12,0
3552,77.20275919484415,3646.1204854241855,31,0
1307,359.90259674488965,31691.37490383759,39,0
3786,61.18271386907418,58331.22213695786,25,0
77,387.92246987611344,14532.795858227171,43,0
2952,351.632597135722,48200.76146112931,3,0
1175,320.66279451880956,21787.73661561379,13,0
1342,236.685248802265,10896.363853235473,3,0
2268,354.290548811903,28861.53538348451,39,0
2475,271.3594480950277,51050.84550293789,28,0
329,215.60403058961705,25559.202023700713,44,0
3813,4671.949260233371,31793.910668938366,98,1
733,335.94663814113807,21328.447184271325,34,0
1647,72.57960698126507,30051.85081821517,28,0
1896,369.20493505454067,26737.566604950156,17,0
740,194.70277041820472,7584.9036818250215,17,0
3695,179.09103530148454,74400.20813330717,39,0
875,22.439314273568982,35232.02217269246,43,0
1002,275.5314642153955,6094.279088031447,29,0
1096,96.49873568269905,6962.182181554775,21,0
2983,355.38679492125704,43470.73913025483,5,0
2776,222.07984108263994,61067.830712587645,30,0
1488,350.7789312780325,4335.150267645754,4,0
3841,2806.900561534016,53001.68882987435,89,1
3918,7555.175537289057,3626.2514942841894,75,1
227,486.7751718286983,34300.122814725764,44,0
3354,258.459226901972,76915.06593591363,38,0
265,439.9128052446982,74784.58990607838,47,0
1224,472.37180088212347,62142.785329751874,14,0
2320,211.40032688011743,58065.94102997394,33,0
3254,67.42991378331438,41800.0518647536,24,0
2326,477.97965062764456,67972.86847297792,18,0
1012,493.957323918357,73780.66501705609,33,0
3085,353.55840126456206,81492.12141351415,35,0
2483,472.58062597444496,65853.0009671687,6,0
3966,3120.796354792797,23285.717673260886,91,1
2017,180.19822986683292,10400.672117278122,6,0
2764,229.35997845110498,49847.28105699415,16,0
657,149.05019384137498,59793.16778263395,29,0
819,36.83320302279535,26133.08982867098,29,0
3686,287.2329618720882,58636.2321066439,11,0
3910,7448.982758010996,24779.151001889837,58,1
2536,418.7308525303311,64346.46321282528,26,0
1027,432.40089898476356,59723.71175110948,21,0
1751,272.3019644117699,22468.15067781029,48,0
3230,118.95703932660344,13152.517682417292,22,0
33,41.87528056278696,71161.07996871132,12,0
1660,229.12924484736948,82483.17323435155,28,0
2159,230.6719796636522,66504.79454085045,48,0
1511,408.3630119708858,29014.533905028584,15,0
2674,107.61548469808602,83716.79591585876,19,0
1934,305.70895663226287,46420.61820491849,31,0
1392,46.0134061917062,60549.847315350366,41,0
2121,403.7657323663522,9459.27642836108,6,0
447,493.14052127320673,21675.9542305565,47,0
2028,490.8355743436509,6108.186947129238,35,0
170,299.5375421622385,34359.933407015924,4,0
691,168.6028258380794,22564.434168938325,35,0
408,15.310449225346197,46774.74996640267,6,0
632,448.65135046672765,47254.6548851452,24,0
526,239.65964829953543,82126.03573046094,16,0
1903,382.88547241376597,48780.92862348378,37,0
3203,104.9929032890774,71819.63755977103,47,0
243,458.2835512080198,40407.656758693374,41,0
1581,123.65407709682795,19386.68945470233,34,0
767,383.60475601293837,22134.946847560266,12,0
137,264.2074046542494,36045.51136397941,11,0
3037,221.68927452130794,31677.497288333838,6,0
2934,276.8035099608939,29773.14587081036,44,0
1493,121.36211735894422,3400.8664164246284,11,0
3788,237.35103210177482,63130.66659605291,24,0
2521,349.3408914531829,53404.09622453061,38,0
3425,420.18861763701955,77335.35892700958,46,0
2393,220.9593758464817,67629.22625531981,13,0
1653,138.925159256313,18450.102627965494,7,0
2460,206.87161232061888,18615.995188623074,36,0
3283,428.9372695851224,37391.07585958793,14,0
1024,485.8185401310302,33982.905921280304,42,0
697,151.42897108772533,42178.55114685433,32,0
3639,152.81584761195901,24157.56378053939,48,0
2761,82.17849169669547,20749.097896302024,13,0
2872,473.7636914436987,69785.48468540653,46,0
3161,227.52053270812513,45907.771959643025,29,0
3385,26.50143789848737,19707.872650766076,7,0
3374,334.3647829489956,64776.304522098144,4,0
668,88.73387289718228,13714.856355540343,18,0
2654,35.653959891861476,27673.811351718552,27,0
2791,358.7441748155639,39222.043175335086,45,0
1632,180.31004687710123,7653.168544606048,28,0
3868,4907.679327671226,66475.7951190453,90,1
550,388.43601195046324,54558.03967917298,47,0
1465,499.71272562762664,83967.43403452187,20,0
1887,14.572493715275716,43253.527593651634,42,0
2162,314.2549980644313,81834.01367094905,26,0
523,485.25805492915555,58082.45938221842,29,0
2606,260.4532782262426,76774.97782976997,42,0
2596,389.9196136975364,24009.79328534212,17,0
566,299.05966655877023,57587.498786278215,4,0
26,394.73622108257666,7317.07273802651,17,0
980,302.4529959692757,20180.21999632799,40,0
2849,286.3962741284237,59245.58322645243,33,0
3491,51.43703526764655,62413.07105947379,26,0
3126,307.29854511154383,3417.7685670097753,7,0
2453,283.27732486252154,29158.01674960077,45,0
1675,397.1149137904601,849.1005420296698,40,0
1462,329.1041587503311,71406.54226012461,44,0
1747,19.404215643297775,9711.10314800752,36,0
3544,177.89612179603554,42277.485381850485,35,0
2047,43.157497331000776,18274.183137944758,38,0
1225,215.66638529379992,80366.27352732432,32,0
1014,29.31913757056789,44217.83144760313,45,0
3398,423.98696040006223,66195.97357675202,16,0
2555,45.43507287638992,79554.6014085569,37,0
1619,283.3138745113122,42424.10749459382,17,0
596,242.24120372880745,72763.08854259292,20,0
1023,462.9541357344999,32577.459638546778,12,0
872,142.66488984034135,75969.75365196538,24,0
3819,6699.809569929495,55755.612000370085,73,1
1937,142.21215286282504,54322.61890118339,14,0
1259,41.4623791668157,48225.99028813408,46,0
1502,244.79912003856816,908.3426003988614,31,0
2562,356.47237386068207,40238.68991047179,14,0
3729,89.7675847110524,55337.75652748713,31,0
3380,352.48492595881896,43324.54332749949,32,0
685,465.39423467251703,18153.261467627195,26,0
708,406.8384784687711,2068.957319369774,28,0
2863,475.7249935818949,29956.500970782723,28,0
3113,359.8858344552821,17328.78658840924,24,0
2013,454.15435213876134,70921.35440033433,13,0
3309,191.09135771911886,76160.37481248187,11,0
1706,61.77569528825452,15704.37484656718,24,0
350,316.6713586999758,67376.52437846988,7,0
119,447.3539092600891,57982.44877222833,29,0
2680,262.77233232904075,10961.812344651262,19,0
1606,264.3392975450525,77376.01601150367,28,0
3193,476.87935833122793,20731.585281721746,47,0
612,401.7110954654309,361.79512945555956,2,0
1157,87.71650159360611,30843.281906092558,27,0
763,131.75967850908822,76010.60755823129,10,0
1135,344.796794193202,42253.78179881807,21,0
1595,364.92602039308315,62036.424990172934,14,0
2590,359.836789928229,48811.90530117369,37,0
4,303.3426572565479,84980.20664278048,31,0
695,66.27004412220973,63506.17608680074,19,0
1753,15.939179575507705,81473.71254374612,47,0
2900,28.409834295464616,25462.198358109617,46,0
336,29.957113136295366,1403.4334932967997,33,0
2006,382.10514858480224,7637.497961479924,23,0
919,384.1668391382828,37606.66096232625,16,0
78,46.281879349704276,75974.13063462016,13,0
1798,45.321324639349946,58969.01348203969,32,0
703,174.93609631502108,24899.143042903346,8,0
181,177.12251201462666,71916.20982670996,14,0
3580,251.35884466911583,7708.795320145415,34,0
1992,87.86500215798324,57271.08565163511,12,0
1723,158.6048223081218,55849.59721970689,21,0
3448,360.399079029013,74543.39517247709,37,0
3809,3419.031683454437,21685.23234920287,94,1
3054,150.85621579965255,67503.51193585181,24,0
957,264.2696755885904,856.2840904356747,35,0
2002,131.01961154527993,8653.391784584663,16,0
2984,410.39278958763674,27296.855054119016,21,0
950,302.73242006345106,69327.51417659441,29,0
325,477.8839875249651,68445.31923086481,28,0
1136,47.30412115024709,30382.548970340624,4,0
3562,412.96679348082364,39212.34311291716,26,0
2911,122.90416443750145,8514.447962078222,43,0
2585,297.0737463422244,39710.71454972484,31,0
2016,211.4368452743462,4892.448157421014,34,0
3407,430.4314027935423,21838.970299780576,2,0
2177,146.8452833426611,4307.916648887791,8,0
1758,249.0484815239176,63583.52311070918,31,0
3249,436.5582134719983,17728.169146975324,48,0
3218,10.976146257344432,6785.531377297807,27,0
802,84.74413102798806,67684.65580764043,25,0
1447,349.38671659082064,68930.32446786866,5,0
724,373.14911815212895,51576.06730289811,34,0
2484,82.91002500850666,61655.67644516394,20,0
642,167.81879113575735,71765.80650130677,44,0
3410,29.771905161252857,68658.8739031776,28,0
2916,334.89312398367696,35865.26008026618,17,0
2783,490.78433929041677,63898.26463681356,34,0
739,225.17610519940703,7048.073572822016,23,0
2569,403.70654421547346,43521.35914857222,46,0
926,21.009961076857525,19.61610205727844,26,0
3180,345.7158118384972,3353.4386909397026,23,0
276,255.74298439672782,49711.03255835411,37,0
292,28.300612487115064,29489.931010084503,46,0
130,260.2661782630072,10401.48680737729,15,0
402,452.2509242729877,16955.62992341271,43,0
3867,4296.170630202536,56398.44291633723,66,1
1255,345.926990742196,37691.6566772584,28,0
3857,8993.709576677684,19625.738121042647,87,1
1438,355.2935737409569,57140.00746082419,29,0
3972,5630.316779179276,1770.512850256993,64,1
1704,258.0095127917196,42508.94942293195,49,0
297,387.2968410183193,1182.1606353228476,13,0
961,50.57134728331197,41751.2513556376,13,0
2083,237.32637463804306,30995.352910905578,13,0
1171,312.29419000411366,41048.66943576465,28,0
3785,402.4805431976488,46185.51266692178,16,0
3691,415.160694876649,9448.350028658971,10,0
2632,354.88997490082227,81326.49945754734,48,0
1780,422.02707391870206,37940.88909353909,9,0
2362,216.7967874625431,26021.5707165718,6,0
2553,406.03525290451887,3242.4760107477896,36,0
87,367.5070273856514,79178.73504757052,7,0
3406,405.26587598314006,15861.279803484613,48,0
723,42.58317100972097,76952.89055190318,23,0
2451,142.4213691440838,40073.16885186611,6,0
2318,203.34227704284675,85460.42757099457,46,0
282,175.61762685725253,20159.955876901822,10,0
3038,490.3806830616707,53492.088964034556,48,0
1371,485.9835960804034,36763.68896108722,21,0
1789,42.65949987473808,80227.19804205335,29,0
1724,59.51244739521688,39602.60462243285,47,0
2683,17.199760440927385,53790.51437275234,14,0
2404,162.49657258106285,56182.038142492354,13,0
238,21.914823551412383,68585.88417765462,1,0
2432,415.08660627332887,78739.93292109772,46,0
3317,247.1547904080761,69497.94938149734,8,0
3714,315.11787506540077,9750.943703182656,19,0
609,256.6744627188799,33016.85062553398,11,0
2996,433.9949218653671,24674.078843018182,33,0
676,491.36552228521714,41800.539443959926,24,0
20,152.70227869704053,41243.074397775476,38,0
1339,45.377220399796165,59021.07428647122,7,0
3646,85.70117996241365,61166.692226982734,39,0
2998,161.79605101245863,27029.77585968973,26,0
2222,274.94225355600605,73723.80659620625,34,0
422,396.9128899693314,53018.314818282764,3,0
2652,190.66651372374966,86127.77816191642,48,0
1408,404.7783749455261,37543.475229508396,24,0
3560,235.1961880346753,75631.38392742572,23,0
2804,480.46644615866916,69734.0465556059,20,0
1253,67.48101259157329,16051.128885968355,45,0
780,324.16234011379566,55780.06265784676,16,0
2354,438.11231079850904,5435.205927957268,42,0
2285,78.61180780112566,21035.552607368074,3,0
986,252.79074494103725,32561.29846199709,31,0
3529,484.20311798208536,16341.583362630343,30,0
1650,357.28490189405846,10855.597744423929,17,0
1413,142.17730964332492,28185.451803152482,38,0
3484,461.440680984358,53788.26783281303,38,0
388,96.94537645206418,49981.752711014116,42,0
3256,79.99256275902262,10346.122526445955,26,0
972,469.0465722691314,34860.755723932765,30,0
66,275.92108074754174,30663.15985323827,34,0
2155,59.31236447653133,3875.95217903475,34,0
902,23.00077989817166,6338.65542850967,35,0
1685,74.93708964350573,59868.30780502173,39,0
3418,330.6275826914327,61750.28013542706,1,0
3415,394.03174302686585,12740.018465618055,36,0
1552,304.7897918717023,86004.4187167594,43,0
1713,392.5731771735355,74969.46126022225,20,0
2702,488.24677340681467,6917.477978502628,27,0
2395,446.1475472400661,59782.524186233546,3,0
88,322.40316096405445,54899.80043286901,23,0
3066,141.02699365019524,26210.673983304325,28,0
3777,412.280698476579,50180.8460993403,34,0
1018,288.29316297078844,70815.58872891653,16,0
1020,26.633529507041434,17212.58085632341,39,0
2684,195.75608384924874,868.0591631374498,32,0
1656,469.10933328522077,18787.933343569184,20,0
1958,216.41154611409527,37164.332053165796,32,0
2540,386.7721632327441,24734.580086471695,16,0
2676,150.83070226813408,79890.50386790613,38,0
3059,47.03597078849282,78588.29045264635,15,0
109,122.111101090895,49510.846133482955,47,0
1481,410.7387659257606,85373.9201624805,15,0
2906,36.77086580047643,70672.04591176687,38,0
658,187.9103252353312,12094.909348760311,41,0
49,277.888036878207,61754.68308475692,34,0
752,470.5177405706028,1739.910149218641,4,0
34,474.9539132541333,33230.396964565574,41,0
1323,437.1739476301788,4857.779075124002,37,0
3091,230.62458061001627,39794.332380019194,4,0
1106,95.20867211754877,13970.409402872465,31,0
3358,197.57139457383005,39900.08000695841,36,0
3977,9291.90670387132,15475.906151160922,63,1
1150,434.97415847030317,73011.4256646699,15,0
548,339.0708658404718,47924.958941714925,26,0
943,329.19599029241346,3074.9959416795596,15,0
3443,113.701590299232,10347.26109974184,14,0
1420,467.59875858867343,5050.770097266173,44,0
180,77.38526263153669,36816.87495907274,13,0
581,234.97652055674803,5360.378425046291,43,0
3764,151.0932179112363,62261.24751334498,20,0
1596,293.40958933314045,32144.56425897472,10,0
2986,483.8472848755116,75578.14714944741,20,0
554,284.85960605233925,82766.52229761828,16,0
1697,22.647834405248624,50052.67800092302,31,0
1851,150.09432672718847,64081.508744893516,22,0
3775,332.7440639204858,721.8464404727727,39,0
3395,451.47083888832924,70220.1229319243,29,0
315,419.63025905098084,51918.79728894504,24,0
577,82.0660056552286,33072.54627482271,27,0
2950,467.1331826591393,35242.062057808456,39,0
2529,14.34300970559976,40321.42466378667,17,0
3360,333.1602766339774,50195.685884969585,14,0
48,264.8333303771273,48573.11327597497,17,0
2584,230.1813735994246,21311.117007388806,33,0
1755,488.17813990592634,72141.73508300794,21,0
1558,211.4039502052853,84452.247059084,11,0
3871,8294.226553626337,51790.61307834016,87,1
12,485.2558275593772,39565.065119100014,38,0
2994,204.31130417508197,27381.28439392223,44,0
1578,324.56603521720035,29554.799154412784,44,0
2530,498.9322192841693,4554.125843337129,19,0
3734,255.74380057158152,43217.10162916865,35,0
817,299.7249635150153,69882.5943496815,4,0
3485,295.7634940957778,17955.979902043415,22,0
1564,144.6549574185867,60045.41950169551,37,0
2945,381.9125884357462,41222.28824875522,33,0
3637,461.16242866789133,18205.055862471898,17,0
3457,255.1761286456247,4363.845479909176,14,0
356,324.78544632109464,1114.341389814998,11,0
3427,286.06372184919366,74245.67577248912,12,0
1757,480.1925557173064,9720.270477500982,28,0
604,53.464241540957254,30943.27150811808,41,0
561,354.99908636861954,5148.325211311617,7,0
728,399.6809828113462,78886.78273928356,26,0
2558,156.7871821973982,39588.89517379146,10,0
2185,330.0497673603287,12360.552715301967,3,0
121,405.64567603039063,81799.7395414096,13,0
2333,305.8597719452,46626.77856123237,24,0
1063,386.4539727936139,5964.791349142793,23,0
495,237.21221842059126,34241.41084304626,43,0
789,236.38284378562503,58035.64543868685,39,0
1749,382.54201332984616,22246.204304949348,25,0
2410,232.4607943860963,4425.779209332665,47,0
2282,187.30801567051796,83420.74813548382,12,0
1214,399.4566788874654,54891.937155598935,27,0
3557,144.0838047517781,85097.87496934488,39,0
3724,101.00920528254096,62952.34954689592,44,0
944,416.5734838165288,85910.13815204577,22,0
3625,132.33778684271277,40536.935662415475,35,0
452,283.61808237054447,5359.976377526724,41,0
3239,311.9872381036048,46456.59991025994,36,0
773,72.46944454267138,20655.335584082564,28,0
1630,230.6817587665107,61861.07752200496,15,0
1561,183.17647585833188,52120.40451990018,24,0
2693,14.862672352639459,35494.53657702576,40,0
1709,313.5980978999365,22300.500370183032,27,0
745,123.78422062194048,34587.02904534669,36,0
3110,310.5129255948157,41736.92358470135,40,0
2703,71.51960523370016,40992.754738566815,18,0
984,46.817513050546296,25173.596693181124,12,0
3651,387.0299581002031,46345.857098114626,47,0
2213,18.823212244222702,84581.05154584278,16,0
3204,430.8202178723958,66248.7859876322,14,0
2573,167.53289361146216,80829.18916636526,16,0
2245,429.2910859803943,60510.05759807161,45,0
404,414.9641583927934,83244.6674617819,31,0
1765,83.52384570005229,80410.08288059122,13,0
3404,170.05323221869637,9729.437415772667,16,0
3593,288.18638578621676,70006.38887669359,10,0
730,90.19141200419521,15619.837008589591,23,0
1820,197.150423429919,16631.408214935458,46,0
2625,194.8858464419645,37676.48949094861,7,0
1312,448.46016146965854,74742.14298603403,13,0
1026,242.36496616215726,13813.611554860536,12,0
1738,105.36503079217488,75783.82134803054,2,0
3781,205.76420444759805,58041.72895002042,47,0
2394,79.87113060013527,80998.37329528264,48,0
2128,91.31789869493466,58183.46457794778,23,0
3289,451.86927398765204,26770.790887483385,4,0
3680,202.12585268324062,38598.29498690434,17,0
147,308.68652365014947,57172.494180437854,19,0
1516,13.705808739289639,39124.06317656583,47,0
1661,304.29122334670245,69131.88714977936,41,0
1906,109.21547448096634,22955.232804445164,46,0
242,477.4250027312678,25007.574667923756,36,0
1591,349.29371414894115,12048.50040812584,19,0
3205,341.7009836684503,30295.52854189749,21,0
3483,145.7361369197296,12139.114446332696,34,0
3279,173.47791396006417,48099.67976616658,31,0
3402,56.50978904261816,11708.657875649149,18,0
504,408.75955965640486,50684.30653970846,17,0
2431,305.4420094749361,49987.92374893622,49,0
1279,79.82281602174149,41774.23455322785,16,0
2027,368.1022728405576,55062.90632488527,36,0
2527,113.24543229492956,82144.34322157483,15,0
2374,220.66622792117258,72268.39330929705,8,0
837,458.274491523369,28410.274182119847,35,0
2571,208.50032031850753,57370.65650504084,33,0
2216,159.32803673920532,65100.292310575926,6,0
845,82.84473659902535,60915.53430895041,19,0
3638,29.628968334840295,19658.92696731043,19,0
2373,349.3214850679204,4709.601568545372,43,0
3679,402.7084303492473,75302.0803979926,4,0
226,129.55492525575096,71223.8786423438,48,0
2510,447.6142005457533,69880.27200489942,47,0
2760,40.47958082070435,82527.13386531065,29,0
3234,38.288758020307434,50696.74723777268,40,0
1962,210.85339595118123,80885.65514398605,41,0
1415,270.2730687205057,34020.44423125114,15,0
3168,61.64267687282456,31292.490481414694,26,0
2303,261.20718571864404,27581.065728726684,1,0
2301,403.2669829941083,30458.526448364697,45,0
1076,219.60883553057255,55537.49409174511,30,0
97,266.1390863971771,12652.092570483312,19,0
1518,450.0349689854936,82846.52984365143,1,0
2891,172.77360622664625,68267.35068993576,21,0
640,194.8692399212651,20793.932475018024,36,0
19,221.65305913463672,70908.14829024974,32,0
606,235.78159633603562,59124.75110714979,22,0
2069,90.70611318182499,70255.46918722108,23,0
1092,328.3268580062605,4816.0097499549665,8,0
224,190.18074349912243,71371.98874497187,14,0
3601,79.19953625284323,5667.906091250552,27,0
1627,108.45750744293767,84960.64239098917,43,0
1816,484.25141707406493,72475.71869651935,40,0
3269,317.92896374114764,13378.407691987648,23,0
3878,5009.299147750113,29227.87516693614,50,1
2768,128.5277141153157,48394.020932007705,45,0
1617,497.12828699837206,30540.08379404626,19,0
3778,287.63657686367685,61723.08536002206,27,0
2769,255.2957498658067,33390.365557933605,7,0
3578,249.80234332922848,34800.67014161716,15,0
2424,234.67627435212643,31684.77290250424,15,0
400,379.72600830149435,53317.953598635904,40,0
3937,7049.030140889191,64517.16417416913,57,1
126,219.2828164268656,2226.4933332399387,3,0
1781,28.82891099153925,3451.504891918551,46,0
2473,455.6327593592486,5670.094018563437,3,0
3963,8137.073432102845,76079.37677808588,85,1
2455,294.429124486911,34588.50063068951,42,0
2587,45.17014505099139,48146.55839871068,27,0
2814,89.72287446619728,3139.840654523348,40,0
41,69.79873507394163,45927.83399213357,41,0
3640,111.69505874079469,11008.057394485066,35,0
2214,481.7770749662727,43361.52748051712,40,0
1622,39.46974787438475,26738.169041255118,37,0
895,337.36171691961664,38073.445927858964,29,0
2296,13.75537599812041,64108.40179330129,2,0
2252,455.71714152393025,82104.12492002557,18,0
3833,6791.717443367703,36502.16404850583,54,1
2022,284.48240989630256,38524.603955887396,40,0
414,290.9845651804102,20195.204431974704,4,0
816,264.2306479917753,27383.842520693113,5,0
347,321.1958889251455,8936.707523945763,17,0
1176,274.5928360607692,38597.16689590814,25,0
1967,100.39336403548329,21845.15141964099,21,0
1356,437.9773866600137,26003.490016172113,11,0
3195,183.66822490859687,80223.06976794246,1,0
1243,387.75170387558546,16590.819093380167,28,0
273,434.8654361042508,51342.493879462796,35,0
2550,42.34482362871837,61321.284126808154,6,0
1720,127.19825106580355,55633.64749065487,43,0
3173,88.15120864526556,5243.0171573389525,47,0
3327,403.4710152593402,6087.802550425196,39,0
746,450.7915409045385,70145.23311449682,48,0
1120,73.46231142857405,29274.348881330556,17,0
3067,17.404235265092765,33941.29620799317,43,0
634,270.73560778000467,79698.32210788915,27,0
3758,177.63273422316107,43882.33674269211,45,0
1515,105.93121298493759,43974.06109246491,41,0
2784,398.6400082584023,7483.947337845564,5,0
2657,412.8681445400474,53173.05825884486,1,0
3790,490.47843125975453,6408.823299348575,31,0
1734,218.78085810628204,68688.99679061984,5,0
3083,109.28999072631815,27793.70225579313,3,0
2881,172.46670254292493,56629.66853727313,45,0
2260,222.95202082076878,71879.7492018477,23,0
3944,5065.675781638978,85534.32513506521,93,1
2875,392.37909647337204,11379.70384182908,40,0
2807,381.08200149587503,11151.22678523104,44,0
2720,21.56153267630927,13451.840446112605,7,0
1443,339.57503793031185,43368.083003391126,7,0
1167,417.74574719929353,83572.23084799372,12,0
2411,347.25437553231615,42898.93248072426,4,0
1677,49.65044869511357,28458.368867699344,34,0
2233,452.4185476440737,68162.1664002509,12,0
1767,371.30496792002185,60193.92855224421,46,0
1856,133.59809988494717,11219.64595930492,23,0
2089,412.83054869411046,69190.68382788243,9,0
2465,314.1236351140462,72795.30302004224,11,0
2272,198.41055054595816,26360.6129412071,16,0
1957,324.85694777224387,54486.88948653815,31,0
1414,37.97255948376428,65335.009026825835,16,0
1131,364.4758557074066,36613.73836203178,16,0
1636,124.97462010917224,63899.813711958566,22,0
2750,321.61780651022696,38194.52081340169,38,0
2265,307.47389357218947,20592.334998258935,28,0
2299,62.93261952403878,17124.167786832128,49,0
2266,319.34070101507444,68597.71931942704,31,0
3565,234.63139782440462,41483.65878475544,45,0
3507,486.9574833907624,71970.69357097923,9,0
